Time|Time,Cell_length|Cell_length,DNA1|Ir191,DNA2|Ir193,BC1|Pd104,BC2|Pd106,BC3|Pd108,BC4|In113,BC5|In115,BC6|La139,pPLCg2|Pr141,CD19|Nd142,p4EBP1|Nd143,CD11b|Nd144,pAMPK|Nd145,pSTAT3|Nd146,CD34|Nd148,pSTAT5|Nd150,pS6|Sm147,pCREB|Sm149,pc-Cbl|Sm152,CD45|Sm154,CD123|Eu151,pSTAT1|Eu153,pZap70-Syk|Gd156,CD33|Gd158,CD47|Gd160,pAKT|Tb159,CD7|Dy162,CD15|Dy164,pRb|Ho165,CD44|Er166,CD38|Er167,pErk1-2|Er168,CD3|Er170,pP38|Tm169,CD117|Yb171,cCaspase3|Yb172,HLA-DR|Yb174,CD64|Yb176,CD41|Lu175,Viability|Pt195,PhenoGraph|PhenoGraph,Condition|Condition
1403741,24,128.5861816,310.0883179,137.1794891,0.492986202,-0.186454386,5.565545559,0.42550391,37.72371292,-0.15669553,1.841450691,8.617834091,1.623357296,3.782148123,-0.262229115,0.555888057,3.616168261,3.645251989,36.18516541,0.541095018,1708.722412,-0.286099076,81.82509613,-0.693019509,1.171983957,26.51429749,-0.638378978,218.8563538,-0.141108438,21.70804977,420.3955994,-0.584913313,0.378834426,1186.622803,-0.443572253,-0.23094441,0.643809676,-0.635155678,0.084087081,-0.368530571,0.723064065,15,15
1921347,31,178.4068298,267.6505127,0.885599256,27.32308197,0.846102118,5.957672119,-0.630980313,18.92819405,-0.522734761,2.835691214,-0.362566769,0.841597736,1.985109806,-0.56997031,-0.280009449,2.631865025,4.200987816,8.552233696,0.343927383,632.0985718,-0.401621729,174.7994843,0.092248969,-0.267235786,49.28657532,4.178319931,27.42028427,0.082868524,66.19551086,32.75177765,5.465357304,-0.576349258,179.4905853,5.859737873,2.244337797,-0.436926693,2.428997993,-0.604101062,-0.437509775,2.098323584,12,12
3234832,19,185.4371185,351.3242188,23.62586594,28.1121006,21.69532394,-0.670769393,0.939054191,4.3881807329999996,1.050540686,-0.232878491,1.988273144,-0.674727798,1.511511922,-0.033711102,-0.091754131,4.060238838,6.207528591,74.90916443,1.874201298,1078.872803,1.231971622,41.15569687,-0.077911563,-0.287926704,33.45740891,-0.170681372,9.988927841,-0.709908783,60.47204208,8.253410339,29.87116814,-0.454998106,512.6809082,-0.16916506,-0.235737517,0.030658042,-0.76916182,-0.566410899,-0.658164918,-0.240231156,5,5
1032204,21,191.2376709,365.0219116,17.25689507,13.77859497,6.628897667,-0.65274483,-0.559271932,1.353120208,-0.100256786,-0.393221676,6.838563919,-0.024497621,-0.357475817,1.716724038,0.606335938,-0.063876912,6.773397923,25.6699028,-0.657856584,176.1641235,0.793853283,61.247509,-0.10356006,0.442193717,51.74032593,0.746978819,32.71654129,-0.285685569,34.1399498,101.3695679,1.276059508,3.832155704,391.9827271,-0.568079412,0.107316032,-0.496293843,-0.701488376,-0.200235561,-0.439332843,4.996873379,5,5
509946,46,67.77240753,193.4414825,27.7237854,-0.473276943,47.87491608,-0.241098553,3.849701166,0.67656523,1.634993434,-0.3755216,-0.625441432,-0.013294266,0.64764452,7.505403996,0.556247175,2.316110849,-0.533534646,11.3171854,0.681463599,485.8839417,-0.40820384,178.5266876,0.072209023,-0.358913124,62.28564453,-0.467510581,41.6767807,1.877162814,38.91704559,66.09784698,5.240605354,0.170244619,639.4186401,-0.47315225,-0.654047191,-0.126627296,-0.675195217,0.981546998,-0.561159074,-0.002621119,1,1
1272339,35,164.0582886,341.8127136,39.94992447,74.27546692,46.26819229,-0.039664846,-0.332852274,0.22939764,4.781172276,1.519521594,2.094779968,0.847720325,2.185153008,1.685443401,1.406882048,-0.344542325,2.866456509,2.128577948,1.201473713,763.8496094,-0.206521779,296.1884155,0.702764571,-0.194922283,113.4887543,0.341568738,11.0482769,-0.566731572,23.96762466,72.59216309,6.1516366,1.669242144,205.2941437,1.524630904,-0.393884391,-0.114786163,-0.385172933,-0.094689980000000007,2.135230303,0.879524231,5,5
2235709,18,196.7256622,515.602417,-0.67479676,48.89043808,51.60482788,5.961435795,-0.400403798,-0.194280624,-0.459800959,-0.568941176,-0.126096949,-0.003107659,-0.305602729,-0.36365822,-0.73474443,3.304139137,-0.341212898,27.09730339,-0.110120617,453.6551208,-0.280380249,120.0161133,1.168558955,-0.371622086,77.08682251,-0.108957008,81.5386734,-0.409511566,360.0339661,21.33983803,3.437534332,-0.099532709,94.85928345,-0.194952458,0.132395133,-0.598615348,-0.003946793,-0.138708889,-0.548719585,6.200163841,6,6
1731515,32,84.65656281,211.8157196,25.15753746,-0.414853036,26.25878334,-0.466433704,6.31120491,0.367907852,3.100723743,2.595485687,0.254686296,0.788991749,-0.023209564,1.332696557,-0.652039468,4.620409489,-0.674848318,-0.029350581,3.277494192,560.5933228,1.917465448,615.9188843,-0.566149116,-0.355889648,14.09130287,-0.490202159,23.5656414,-0.260799557,40.19295502,61.35124588,4.642921925,0.700612426,206.9045105,-0.218816906,-0.356307656,-0.297750056,-0.545380712,0.47349894,2.109694958,2.247468948,1,1
1697141,33,109.5738525,205.2309723,11.9545145,25.33567429,25.57175636,-0.639888048,-0.308071077,0.999947965,-0.25259462,-0.113169126,3.065726042,-0.374562353,1.700349689,-0.639502347,0.39556554,1.958021879,3.831490517,19.23488617,2.112535715,416.7002869,3.331418276,634.2839966,1.262753963,0.87291348,29.50011826,2.259392262,8.143579483,0.255928099,105.5061646,44.06979752,7.092406273,2.157692671,251.7443848,2.303371429,-0.009852569,0.039236307,0.507155061,0.251163751,6.381545067,2.387406588,5,5
5142416,45,241.6562042,477.1835632,55.2490387,0.009606958,-0.128362894,0.391153574,3.640022993,7.95401001,3.17034626,0.333076835,8.650797844,-0.45470345,1.19766295,1.62045002,4.028857708,4.019036293,4.510088444,50.74369431,5.21980381,1422.528564,4.790367603,271.2201843,-0.574254692,-0.810269594,10.27399158,6.878967285,28.45558548,0.36962828,140.6003113,374.6604309,3.015959501,0.923272014,145.5210266,0.459104776,-0.414910764,-0.154201835,-0.21551913,1.773905158,-0.792804956,36.82311249,4,4
1297660,23,306.2518616,535.7526245,-0.534581423,100.426712,72.51846313,4.519793987,3.495868444,-0.469601154,-0.294004738,-0.593371511,1.353145123,-0.513343155,0.878835559,-0.680392385,-0.698072493,4.538839817,1.396739125,17.37393379,0.715418398,995.7006836,-0.153308406,158.5324707,-0.205863044,-0.056148179,155.7133789,-0.202703953,13.1696167,1.071397781,28.48788452,68.84481049,-0.457178265,1.921657681,419.721344,-0.401988208,0.833744705,-0.561657548,-0.39645236700000003,-0.261136055,0.319278151,-0.402980566,6,6
5002397,21,175.2265015,606.0100708,0.603508532,-0.701068878,46.8138504,6.502975464,3.565288782,0.3449848,-0.312641829,1.95252955,0.384525299,-0.570620775,0.538600743,3.283263922,2.408853769,6.978440762,2.773354769,36.02491379,-0.292554677,558.9006958,-0.129376024,341.5906067,-0.26115799,-0.595059991,35.90129852,-0.576871514,22.62024117,-0.294907093,33.13961411,56.51170349,1.443600774,-0.478414655,755.8745117,-0.593012273,-0.34185645,-0.289445341,-0.427246362,0.952922344,-0.482034028,-0.265386701,10,10
3251709,25,288.6242065,549.3049316,-0.423379064,115.5022278,88.00579834,-0.575564444,-0.673043132,43.40410614,3.105146885,-0.285909146,-0.554434597,-0.01117885,1.162150502,11.07378006,0.695588589,13.3887825,4.363939285,16.60824966,8.597773552,946.7522583,-0.698782384,868.8503418,-0.772912383,-0.77128756,117.3386841,-0.602395058,46.17460632,-0.429646671,24.61494064,100.1970139,1.878568053,1.288598776,1171.186523,-0.317679405,0.629328549,-0.587379515,-0.417527527,-0.671719253,1.343073964,1.211307168,8,8
2843210,22,227.7150574,532.0496216,-0.068241201,1.795702457,66.62387848,7.817821503,-0.51556313,8.412196159,-0.226538926,1.137917161,-0.403170824,0.047289968,6.115891457,0.660921335,3.796920538,1.356115341,6.304740906,20.96456909,7.41504097,1407.721802,0.27498132,620.1385498,-0.362080395,-0.717487514,6.706391335,-0.314930648,5.896932602,-0.328895569,95.55548859,79.53531647,-0.51828444,-0.565915167,328.3777771,-0.557548821,-0.669893444,-0.595427632,-0.160550356,-0.49947679,-0.020494943,0.378808528,11,11
3237613,23,217.8135529,379.5757446,-0.630572021,81.61394501,0.732761979,4.251741409,2.004478455,26.90786171,3.771550417,-0.537346244,2.727678061,4.703600407,-0.099649578,1.051599264,-0.533557057,2.954129219,1.59124279,15.88595867,4.087556839,968.0571899,1.169908047,531.7994385,-0.592228293,-0.026987633,56.03297043,-0.376192778,11.55647564,0.266229123,15.45460415,143.7509613,2.33360815,-0.133665904,667.3051758,4.34645462,0.414150983,0.506784916,-0.426592737,-0.519422352,-0.600738883,1.414742708,12,12
2177552,31,309.1145325,504.0987549,25.5968647,2.491537809,-0.646091461,9.182152748,1.011016488,5.825387001,-0.428070933,5.573198795,-0.692582965,3.502020597,1.378908157,-0.378117383,0.527143657,-0.485124141,-0.357425898,1.538190722,3.849925995,1268.614624,-8.75e-4,6.575910568,-0.360945314,-0.038394868,29.2179966,-0.504316688,8.6687946319999991,-0.591383457,12.48851776,129.735321,5.110560894,-0.646553278,489.4124146,1.639131069,-0.47682941,-0.657515287,1.312012792,-0.619428337,-0.689393699,29.44721222,15,15
2731657,26,120.8426743,406.5993042,47.96429062,-0.604524076,41.06615829,0.85934931,8.951408386,-0.219889075,1.342386842,0.823033512,-0.56138283,1.4447999,2.697399139,1.709224463,-0.168233037,6.699466228,3.939301968,6.201758862,0.568566263,909.7949219,1.384715557,122.2234802,-0.549648225,-0.135459036,53.52814102,-0.697774649,106.265419,0.956252575,43.3901062,107.4518967,2.015787601,2.163343191,258.6469116,-0.233937755,0.761829078,-0.202455088,-0.436432093,-0.340881616,1.190069556,30.46328545,1,1
2714227,19,154.9638519,354.4139099,-0.63728565,65.45265198,43.15050125,-0.607008994,-0.71602118,26.63444901,1.276970983,1.183653235,-0.718826115,-0.614566624,4.622115135,-0.078993179,0.388183087,4.57265234,1.363017917,54.47653198,1.885854721,752.8899536,-0.102012828,366.339447,-0.372773796,-0.218102023,50.94865036,1.390360951,14.76504803,-0.490881622,66.88968658,24.6035881,1.432094455,-0.499517649,583.3770752,-0.375018299,-0.011238457,-0.055315528,1.996273398,-0.023616023,-0.727627277,-0.715470672,8,8
122672,24,203.835144,548.7457275,-0.523781657,1.070921779,9.486198425,2.201254606,-0.404838681,3.875264645,-0.032122567,-0.171016425,-0.701340258,2.770008087,3.297369957,2.141574144,1.081921101,1.649736762,0.905717969,6.22679615,8.27511692,938.138916,1.710383534,88.86374664,-0.511355519,-0.656836927,49.73617172,0.698081911,51.75367737,1.560811281,187.2076111,39.90737534,3.78068614,6.518690109,874.1141357,2.400115967,-0.033241943,1.254340172,-0.139449418,1.104923129,-0.41099003,0.768311799,11,11
1240315,26,167.9260559,389.5030518,82.27983856,67.86426544,-0.095648743,7.949411869,0.841600716,2.333796501,1.098519206,4.303617477,0.410245299,1.080041409,2.579871178,3.715180635,5.594593048,6.951505184,2.985348463,21.35847282,2.045146942,1572.493164,-0.269350231,12.41859722,0.070183411,-0.333967239,12.52258682,-0.051291246,31.66212273,-0.244897619,26.47679138,41.22938156,0.672502756,-0.230578929,304.3916321,-0.117129095,-0.428372145,-0.670220971,0.443335623,2.093977451,-0.078363262,4.825423241,16,16
2098471,44,101.7423172,216.9508057,28.30730438,49.01441956,55.11128998,-0.481172502,-0.269038916,0.902131855,6.605010033,1.212263227,3.004225969,10.38410568,3.8370924,-0.215865985,-0.400994182,6.233871937,1.932335734,30.36569214,11.4197998,972.1307373,0.011059429,684.6849976,-0.021848794,-0.652610302,42.49440765,1.54584527,293.3537292,-0.530029356,35.29576492,113.8131027,0.966505527,-0.03856732,289.04953,1.501222134,-0.150414705,-0.14254351,0.943207085,-0.361141175,-0.354968607,2.527962685,5,5
2638805,21,145.02742,330.7718201,7.501416206,0.398592114,-0.288263679,2.577462912,-0.125590473,3.321567059,-0.558619499,1.242549658,2.663417816,-0.280476838,7.528109074,0.964462519,4.886040211,3.699794054,0.020174086,8.837548256,0.631393373,1569.835327,-0.441578925,74.25550842,-0.407284647,-0.273175925,10.22997761,-0.499832273,11.52549648,1.151202202,22.97053146,46.73788071,1.411710501,1.452325106,139.0419769,1.128258824,1.013356447,-0.208596155,-0.249203339,1.442993522,-0.438102305,-0.241573036,15,15
1452872,37,198.4981079,282.3881836,33.3393898,26.33182144,1.636545658,-0.086666971,3.98653388,1.048964977,1.164330125,2.309608221,2.651614904,3.555531502,-0.133920804,3.193768501,0.870431721,0.947745442,3.127283335,5.302035332,5.684458733,1198.312744,-0.200452104,63.70153427,-0.315486103,-0.251101643,27.41032219,-0.366188705,48.01050949,1.190924764,52.34679031,264.8039246,1.935065269,0.950856507,1191.77002,-0.263793439,1.58998251,-0.22055091,1.351383567,-0.021515677,0.149258852,4.896744251,3,3
772620,25,232.9473267,288.5629272,13.7726469,0.733377397,15.6117382,-0.004151518,0.287551522,23.76122475,1.656085968,0.895440698,0.07332322,-0.603201091,-0.543483019,-0.607788444,1.462433457,7.135446548,1.136525989,1.586857796,9.333599091,1035.981323,1.603710651,39.44742966,-0.454634249,-0.135886475,52.73520279,-0.105708614,44.12218475,0.783105671,24.49550247,47.18616867,7.017773151,1.178254128,813.598999,-0.40095681,-0.305243164,-0.517732501,1.4836694,-0.258572489,-0.535943091,16.32674217,2,2
628953,24,274.5325317,487.4620056,108.118721,93.68078613,80.89949799,-0.598749399,-0.661653757,3.224915266,-0.456598163,0.995565534,0.031971451,2.250162601,4.005449772,0.692785323,1.169318914,4.805403709,1.038470626,11.35986328,2.56338191,1370.68811,-0.442370534,713.5319214,-0.223405555,-0.289657921,144.561203,-0.159620613,5.327012062,-0.559384823,25.28417206,166.5615845,-0.586231291,0.332749426,476.3980103,-0.401468426,-0.685857832,-0.12559621,-0.323024303,-0.157616556,-0.582395017,2.846647739,5,5
57041,23,276.4090576,498.2429504,1.049619555,-0.125234812,12.56873512,-0.572721899,3.695753813,11.29626942,0.540087581,-0.049865961,6.290287495,2.542019606,3.480528116,-0.203851938,-0.247543067,4.507007122,16.49985886,90.7162323,3.822580338,1197.88501,-0.373296499,30.21142197,-0.230290219,-0.167614147,19.32315636,-0.092210814,5.162711143,-0.058470801,117.0125046,36.30067825,1.776289582,1.07402885,302.5473022,1.029490352,1.007311344,-0.161810473,0.875204206,1.142898321,-0.450439692,3.919434547,14,14
825524,22,293.6408691,485.7418213,7.314176559,11.39187431,19.72046089,-0.319942713,0.598023891,-0.459712654,-0.582330763,1.369059563,-0.154503062,1.54290545,2.970309019,-0.488879353,5.153297901,4.087947845,5.628522396,11.26263523,5.227781773,1326.836548,0.20328331,185.9097595,-0.357217968,-0.528807998,32.90785217,-0.665908098,44.96612167,-0.664637268,19.3857708,33.59566116,0.858042598,-0.059375171,547.3861084,-0.009191822,-0.549347997,-0.529416442,-0.419308007,-0.249910131,-0.074939944,-0.012808627,5,5
4157094,38,190.8386688,398.6106873,1.104648232,83.78709412,37.62675095,-0.635685146,1.533410072,33.14848709,7.483674526,-0.815436065,12.20212746,-0.542561829,1.306778312,1.81865406,-0.385988951,5.381275177,5.017681599,7.364976883,12.68961239,1359.545654,2.458113194,952.001709,-0.646770358,1.46828723,88.68593597,-0.338065743,9.477421761,-0.142591983,112.4289322,334.3483276,0.175606534,1.285983324,524.1647949,-0.425302953,1.493384719,-0.240373284,1.728308678,-0.550589919,-0.782242715,8.978773117,8,8
1729712,24,258.1018677,508.144043,-0.659965396,62.97737122,53.61938095,-0.367315263,-0.229038656,23.24830246,-0.194414392,-0.305814534,0.048147056,-0.091972016,1.527682781,5.323228359,0.414318353,0.755765498,-0.344357967,56.4093132,0.855548739,903.5063477,-0.241053462,7.238744259,-0.132089809,-0.441986889,59.53992844,-0.17477484,16.42178917,-0.375251621,1307.549438,5.617839813,1.776548028,0.777821422,694.9706421,-0.536838353,-0.443261236,-0.550828457,-0.526511729,0.771734595,-0.153466851,4.615200043,8,8
5204358,26,95.53542328,271.70047,-0.701727271,32.35327148,22.57911491,-0.556147814,-0.349860132,21.76572609,-0.007757919,-0.528400779,1.161574602,1.119326115,3.524769306,6.447370529,2.549704552,3.626952648,0.686960459,15.97900486,1.155912757,1104.077148,-0.456585944,310.8590088,1.576552033,-0.312552124,31.28194809,0.425589204,17.27138138,-0.089202009,23.551754,114.2616272,1.615655422,-0.166497454,397.0857849,-0.665766418,-0.470937401,-0.374113202,-0.537806392,-0.788479149,-0.094360717,0.696256697,8,8
810238,21,221.5377502,337.7121277,8.251537323,12.35775566,-0.104484648,7.099290848,-0.233563319,1.055606842,-0.489275545,0.214137465,1.041815758,-0.344713867,3.716072798,2.38383007,1.2373842,2.292516947,-0.155717596,6.641736507,6.552213192,970.9110107,2.649298429,483.4872131,-0.590103924,-0.26434043,28.78878784,-0.517606676,8.332756996,-0.23454614,23.41136742,31.61262131,-0.298458904,0.835641861,901.413147,-0.619198382,-0.05266241,-0.45821321,-0.424069971,-0.195941985,-0.05246114,9.432632446,16,16
282950,26,237.4445343,666.5281982,-0.541971087,-0.537302852,1.207503676,7.294417858,9.260271072,4.872217178,3.001544476,1.445539594,2.086386919,-0.397300601,1.304209471,2.71816206,0.11501383,1.896475434,-0.107979849,11.1148634,3.030718565,612.838562,2.440376997,460.5595398,-0.327238619,-0.266898632,42.9504776,-0.499618083,4.905329227,0.195453689,20.58333015,154.5770721,3.546576738,0.742239237,306.3804932,-0.16290009,0.645273447,0.940910757,-0.329659283,1.358581424,1.54893887,-0.692455351,17,17
1703188,30,177.0454559,482.6277466,-0.153067991,54.77446365,46.94225693,5.435778141,-0.062811486,0.573792756,0.955816686,1.127903342,0.609495759,-0.397022694,2.930582285,-0.547677279,6.5321455,8.703622818,-0.086474523,6.003046513,-0.218623281,601.9168701,2.792821407,62.75395203,-0.641173601,-0.202164426,31.06324768,-0.563201368,25.18413353,-0.304225832,110.7246933,188.7601013,2.51821208,5.148245811,386.2145386,-0.181860954,-0.02958845,-0.250071824,-0.200989455,-0.680710673,0.560987175,2.535781145,6,6
1121944,26,168.9957733,285.4494019,8.214623451,2.210144281,22.44046021,-0.645654202,2.671656609,1.568509936,1.289352417,-0.315722674,-0.498233706,2.750533342,-0.217013434,1.577594399,-0.59625119,7.657676697,1.568694592,17.05734253,-0.239494294,555.7314453,1.219606519,109.1703949,0.110295281,-0.41320735200000003,40.15581131,-0.030392272,54.20214462,4.750859737,46.34897232,16.03525162,5.061536312,6.202691555,810.1834106,2.855843544,0.50603646,-0.685696661,-0.603391767,-0.461061984,-0.600064695,-0.699275434,1,1
4257544,21,373.6309204,694.4005737,41.11442184,-0.289060175,0.904711783,3.539237261,-0.367108971,7.566636086,2.840101242,-0.615999997,3.831064463,2.274880886,2.386141539,-0.491861492,1.188992977,7.24905014,-0.164151818,6.974255562,0.681535065,870.5957031,-0.678456664,12.55945873,-0.446714729,0.391767651,37.34732437,-0.692528307,14.71080208,1.009813905,522.6279907,57.62369156,-0.120761685,-0.082096137,274.7590637,-0.533578038,-0.512480021,-0.05403164,1.627567172,-0.206766799,-0.548736453,-0.056266453,15,15
1826846,22,85.53842926,392.4899292,38.43190002,53.6957283,51.32574081,1.409776092,-0.472886294,-0.1296442,-0.612270534,2.863483429,1.630924463,-0.302762002,1.372656345,-0.434192628,-0.495398194,-0.089709893,-0.371441513,3.166820765,-0.463578582,547.9994507,-0.622550845,280.9827881,-0.282124013,-0.21336850500000001,39.0022316,-0.450768709,6.8070755,-0.508544624,20.8718071,41.35889435,-0.113880463,-0.602057278,380.3357849,0.186818615,-0.484615654,-0.193157524,-0.330800653,2.596421957,-0.203297898,1.318189859,5,5
1264196,27,275.4256897,496.3486023,55.92339706,22.9624958,-0.197149083,4.295230865,-0.225590542,1.295065284,-0.715401828,-0.579816759,-0.672120094,2.584277153,0.880048573,-0.375447959,2.093779802,2.346434116,1.956971288,17.36485672,3.100119591,626.831604,2.568706036,128.2381439,-0.118200965,-0.714809954,27.47370529,-0.608197987,167.6638031,0.324250311,27.56023216,130.4909515,3.94077301,1.380566716,398.4912415,1.068914294,0.957768798,-0.349105805,1.198239923,1.775213122,-0.292109579,5.139813423,16,16
